7,10,0,0,0,17,10,8,0,0,0,18,0
10,9,0,0,0,19,10,8,0,0,0,18,1
9,8,0,0,0,17,10,8,0,0,0,18,0
2,10,0,5,0,17,10,8,0,0,0,18,0
10,2,0,5,0,17,10,8,0,0,0,18,0
6,1,8,10,0,25,10,8,0,0,0,18,0
10,4,0,0,0,14,4,4,5,10,0,23,1
3,10,0,0,0,13,4,4,5,10,0,23,1
10,2,0,0,0,12,4,4,5,10,0,23,1
9,6,0,0,0,15,4,4,5,10,0,23,1
10,4,0,0,0,14,4,4,5,10,0,23,1
3,5,2,4,0,14,4,4,5,10,0,23,1
10,2,0,0,0,12,4,6,6,10,0,26,1
9,10,0,0,0,19,4,6,6,10,0,26,1
5,1,10,0,0,16,4,6,6,10,0,26,1
10,10,0,0,0,20,4,6,6,10,0,26,1
2,9,1,0,0,12,4,6,6,10,0,26,1
9,5,0,0,0,14,4,6,6,10,0,26,1
10,4,0,5,0,19,10,8,0,0,0,18,1
2,10,0,5,0,17,10,8,0,0,0,18,0
3,10,0,10,0,23,10,8,0,0,0,18,0
10,10,0,0,0,20,10,8,0,0,0,18,1
10,10,0,0,0,20,10,8,0,0,0,18,1
4,8,0,10,0,22,10,8,0,0,0,18,0
3,10,0,9,0,22,8,7,4,0,0,19,0
9,8,0,0,0,17,8,7,4,0,0,19,0
10,10,0,0,0,20,8,7,4,0,0,19,1
2,9,8,0,0,19,8,7,4,0,0,19,0
6,10,0,10,0,26,8,7,4,0,0,19,0
9,3,0,6,0,18,8,7,4,0,0,19,0
6,6,0,9,0,21,3,6,4,1,1,15,1
6,10,0,0,0,16,3,6,4,1,1,15,1
8,10,0,0,0,18,3,6,4,1,1,15,1
6,2,10,0,0,18,3,6,4,1,1,15,1
2,11,4,0,0,17,3,6,4,1,1,15,1
3,5,11,0,0,19,3,6,4,1,1,15,1
5,9,0,0,0,14,6,3,6,8,0,23,1
10,10,0,0,0,20,6,3,6,8,0,23,1
6,10,0,0,0,16,6,3,6,8,0,23,1
6,4,10,0,0,20,6,3,6,8,0,23,1
3,5,8,0,0,16,6,3,6,8,0,23,1
7,10,0,0,0,17,6,3,6,8,0,23,1
6,7,0,0,0,13,5,10,2,0,0,17,0
9,3,0,0,0,12,5,10,2,0,0,17,0
9,11,0,0,0,20,5,10,2,0,0,17,1
6,10,0,0,0,16,5,10,2,0,0,17,0
2,11,7,0,0,20,5,10,2,0,0,17,1
5,3,11,0,0,19,5,10,2,0,0,17,1
3,8,5,8,0,24,10,10,0,0,0,20,0
3,2,5,10,0,20,10,10,0,0,0,20,0
8,11,0,0,0,19,10,10,0,0,0,20,0
5,9,0,6,0,20,10,10,0,0,0,20,0
6,5,10,0,0,21,10,10,0,0,0,20,1
4,2,10,10,0,26,10,10,0,0,0,20,0
10,11,0,0,0,21,8,5,10,0,0,23,1
5,10,0,10,0,25,8,5,10,0,0,23,0
1,4,7,10,0,22,8,5,10,0,0,23,0
2,10,0,10,0,22,8,5,10,0,0,23,0
10,11,0,0,0,21,8,5,10,0,0,23,1
6,3,10,0,0,19,8,5,10,0,0,23,1
10,4,0,10,0,24,10,5,4,0,0,19,0
2,10,0,2,7,21,10,5,4,0,0,19,1
8,8,0,10,0,26,10,5,4,0,0,19,0
2,10,0,1,10,23,10,5,4,0,0,19,0
2,10,0,1,10,23,10,5,4,0,0,19,0
5,6,8,0,0,19,10,5,4,0,0,19,0
9,10,0,0,0,19,10,11,0,0,0,21,0
10,8,0,0,0,18,10,11,0,0,0,21,0
5,9,0,10,0,24,10,11,0,0,0,21,0
9,10,0,0,0,19,10,11,0,0,0,21,0
11,10,0,0,0,21,10,11,0,0,0,21,0
10,4,0,7,0,21,10,11,0,0,0,21,0
5,6,1,10,0,22,9,10,0,0,0,19,0
2,2,4,3,10,21,9,10,0,0,0,19,1
9,7,0,10,0,26,9,10,0,0,0,19,0
2,4,2,3,1,12,9,10,0,0,0,19,0
3,1,10,10,0,24,9,10,0,0,0,19,0
3,6,8,0,0,17,9,10,0,0,0,19,0
9,7,0,10,0,26,7,10,0,0,0,17,0
4,5,11,0,0,20,7,10,0,0,0,17,1
9,3,0,3,5,20,7,10,0,0,0,17,1
3,10,0,6,0,19,7,10,0,0,0,17,1
10,10,0,0,0,20,7,10,0,0,0,17,1
2,2,10,1,10,25,7,10,0,0,0,17,0
3,10,0,0,0,13,2,6,10,0,0,18,0
7,5,0,9,0,21,2,6,10,0,0,18,1
10,10,0,0,0,20,2,6,10,0,0,18,1
4,2,4,6,0,16,2,6,10,0,0,18,0
10,2,0,4,0,16,2,6,10,0,0,18,0
5,9,0,0,0,14,2,6,10,0,0,18,0
10,10,0,0,0,20,11,9,0,0,0,20,0
4,10,0,10,0,24,11,9,0,0,0,20,0
11,10,0,0,0,21,11,9,0,0,0,20,1
4,7,5,9,0,25,11,9,0,0,0,20,0
3,10,0,10,0,23,11,9,0,0,0,20,0
5,3,4,9,0,21,11,9,0,0,0,20,1
2,9,10,0,0,21,10,10,0,0,0,20,1
10,10,0,0,0,20,10,10,0,0,0,20,0
5,5,5,10,0,25,10,10,0,0,0,20,0
5,10,0,4,0,19,10,10,0,0,0,20,0
7,10,0,0,0,17,10,10,0,0,0,20,0
5,7,0,1,5,18,10,10,0,0,0,20,0
5,10,0,7,0,22,10,6,1,0,0,17,0
10,10,0,0,0,20,10,6,1,0,0,17,1
10,10,0,0,0,20,10,6,1,0,0,17,1
11,2,7,0,0,20,10,6,1,0,0,17,1
3,3,10,8,0,24,10,6,1,0,0,17,0
8,11,0,0,0,19,10,6,1,0,0,17,1
8,6,0,10,0,24,10,10,0,0,0,20,0
10,10,0,0,0,20,10,10,0,0,0,20,0
6,9,0,5,0,20,10,10,0,0,0,20,0
10,10,0,0,0,20,10,10,0,0,0,20,0
